subject	locus	est_counts	tpm
ERR188115	HLA-DOA	2661.0024399999998	55.851729999999996
ERR188115	HLA-DOB	518.9572000000001	22.58754
ERR188115	HLA-DPA1	17718.9699	628.15612
ERR188115	HLA-DPB1	4702.00119	214.983154
ERR188115	HLA-DQA1	12607.00023	633.9948586
ERR188115	HLA-DQB1	10721.182	501.0885
ERR188115	HLA-DRA	32404.953999999998	1531.4896
ERR188115	HLA-DRB1	11556.3565	565.763
ERR188115	HLA-DRB5	9709.69	454.874
ERR188115	HLA-E	11049.0908	249.37788
ERR188115	HLA-F	3743.6259	239.07266299999998
ERR188115	HLA-G	61.3537	2.8191699999999997
ERR188116	HLA-A	26433.457049999997	1576.044543
ERR188116	HLA-B	39308.58107	2515.886437
ERR188116	HLA-C	17779.06887	1246.588477
ERR188116	HLA-DMA	1764.00517	129.91785900000002
ERR188116	HLA-DMB	1036.00012895	66.776862254
ERR188116	HLA-DOA	1353.00272	33.176051
ERR188116	HLA-DOB	212.6877	13.718482999999999
ERR188116	HLA-DPA1	10372.9704	527.81543
ERR188116	HLA-DPB1	5732.59928	402.425547
ERR188116	HLA-DQA1	8186.113600000001	586.384239
ERR188116	HLA-DQB1	5156.800200000001	381.59562999999997
ERR188116	HLA-DRA	28840.979339999998	1998.235562
ERR188116	HLA-DRB1	16483.64	1182.612
ERR188116	HLA-DRB5	2045.09	136.079
ERR188116	HLA-E	10561.9494	348.06527
ERR188116	HLA-F	3311.43507	327.67245099999997
ERR188116	HLA-G	40.47313	2.8978569999999997
ERR188117	HLA-A	60494.8452	2246.42848
ERR188117	HLA-B	78946.224	3129.5759000000003
ERR188117	HLA-C	35378.215710000004	1504.09355
ERR188117	HLA-DMA	4447.99848	166.27811
ERR188117	HLA-DMB	2079.00364	63.00774
ERR188117	HLA-DOA	2188.0004	31.796979
ERR188117	HLA-DOB	601.2482	20.439610000000002
ERR188117	HLA-DPA1	20607.9607	544.74263
ERR188117	HLA-DPB1	6798.248821	246.4920469
ERR188117	HLA-DQA1	16910.028739999998	651.237632
ERR188117	HLA-DQB1	13968.9653	571.515802
ERR188117	HLA-DRA	47324.027	1692.289
ERR188117	HLA-DRB1	15267.0663	590.9474889999999
ERR188117	HLA-DRB5	11643	429.494
ERR188117	HLA-E	26048.014900000002	479.58427
ERR188117	HLA-F	5014.0695	332.99735499999997
ERR188117	HLA-G	37.15802	1.343321
ERR188118	HLA-A	58256.901300000005	2475.298232
ERR188118	HLA-B	66093.8618	2949.87836
ERR188118	HLA-C	35469.3105	1693.0682000000002
ERR188118	HLA-DMA	2330.000967299	127.26983790669999
ERR188118	HLA-DMB	1937.0022	80.46318500000001
ERR188118	HLA-DOA	1475.00295	29.875483000000003
ERR188118	HLA-DOB	239.5827	10.855920000000001
ERR188118	HLA-DPA1	12272.04052	462.98995
ERR188118	HLA-DPB1	3672.99866	179.422606
ERR188118	HLA-DQA1	6721.70505	377.160569
ERR188118	HLA-DQB1	4771.9147	270.3573
ERR188118	HLA-DRA	23971.978	1164.83906
ERR188118	HLA-DRB1	8701.473999999998	454.1074
ERR188118	HLA-DRB5	3703.49	181.962
ERR188118	HLA-E	18472.895099999998	442.83209999999997
ERR188118	HLA-F	3653.46643	256.11761
ERR188118	HLA-G	164.7425	9.07968
ERR188119	HLA-A	57374.7978	2500.878795
ERR188119	HLA-B	67903.07837999999	3003.375822
ERR188119	HLA-C	38807.91161	2475.7434989999997
ERR188119	HLA-DMA	3866.0065	147.14129400000002
ERR188119	HLA-DMB	2986.9969	84.4105
ERR188119	HLA-DOA	3052.00609	42.991715
ERR188119	HLA-DOB	693.8182099999999	23.507962
ERR188119	HLA-DPA1	29970.97049	912.9837640000001
ERR188119	HLA-DPB1	9182.57544	362.364604
ERR188119	HLA-DQA1	22279.244	803.4922
ERR188119	HLA-DQB1	7707.03301	373.421156
ERR188119	HLA-DRA	61087.029	2226.69018
ERR188119	HLA-DRB1	42521.45	1658.1680000000001
ERR188119	HLA-DRB5	3388.6	122.703
ERR188119	HLA-E	24124.391	472.12371
ERR188119	HLA-F	5110.04043	425.58770300000003
ERR188119	HLA-G	167.5619	8.19223
ERR188121	HLA-A	39485.585979999996	1341.054067
ERR188121	HLA-B	61513.2992	2278.7713599999997
ERR188121	HLA-C	22655.8771	867.97582
ERR188121	HLA-DMA	3054.90744	145.877702
ERR188121	HLA-DMB	2233.5065	76.43821
ERR188121	HLA-DOA	1739.00055	28.053606
ERR188121	HLA-DOB	573.7486	23.666442
ERR188121	HLA-DPA1	16207.95281612	508.061812184
ERR188121	HLA-DPB1	6096.6837000000005	248.65861999999998
ERR188121	HLA-DQA1	12595.2325	513.58203
ERR188121	HLA-DQB1	9954.2673	476.16576
ERR188121	HLA-DRA	38595.0181	1678.79691
ERR188121	HLA-DRB1	14167.73	659.273
ERR188121	HLA-DRB5	2481.86	106.275
ERR188121	HLA-E	13890.9258	277.33181
ERR188121	HLA-F	5205.9806	321.419297
ERR188121	HLA-G	34.6943	1.56949
ERR188122	HLA-A	77245.17769000001	2173.765355
ERR188122	HLA-B	105107.39211	3172.793937
ERR188122	HLA-C	46850.63556	1542.499696
ERR188122	HLA-DMA	6288.874449999999	212.715606
ERR188122	HLA-DMB	3531.5933	96.898175
ERR188122	HLA-DOA	4668.99672	55.785173
ERR188122	HLA-DOB	1995.2359	57.88965
ERR188122	HLA-DPA1	30633.01934938366	697.128517845884
ERR188122	HLA-DPB1	24061.39651	811.938586
ERR188122	HLA-DQA1	39419.0126	1343.99141
ERR188122	HLA-DQB1	21083.5309	764.729615
ERR188122	HLA-DRA	116672.52	3686.6061
ERR188122	HLA-DRB1	76589.65999999999	2476.9120000000003
ERR188122	HLA-DRB5	22212.8	681.824
ERR188122	HLA-E	34260.953	509.96919
ERR188122	HLA-F	9662.661680000001	425.868316
ERR188122	HLA-G	166.95942	6.018296
ERR188123	HLA-A	41904.184199999996	2095.320933
ERR188123	HLA-B	48228.108799999995	2532.24951
ERR188123	HLA-C	29369.81162	1971.864989
ERR188123	HLA-DMA	2397.888949325	114.63053854050001
ERR188123	HLA-DMB	1483.9277	52.0355
ERR188123	HLA-DOA	2177.0025	40.72172
ERR188123	HLA-DOB	452.18403	18.824334
ERR188123	HLA-DPA1	18872.0529	679.27583
ERR188123	HLA-DPB1	6472.21144	379.164761
ERR188123	HLA-DQA1	12953.7996	669.149472
ERR188123	HLA-DQB1	10378.91604	510.60195799999997
ERR188123	HLA-DRA	42642.0101	1922.723227
ERR188123	HLA-DRB1	15246.42	784.493
ERR188123	HLA-DRB5	6241.84	278.451
ERR188123	HLA-E	16878.6973	399.34909999999996
ERR188123	HLA-F	4189.97172	391.009492
ERR188123	HLA-G	105.48490000000001	6.24869
ERR188124	HLA-A	51066.8072	2187.213745
ERR188124	HLA-B	65521.5079	2893.6105000000002
ERR188124	HLA-C	32953.6853	1503.7451
ERR188124	HLA-DMA	2201.99962	120.916393
ERR188124	HLA-DMB	1018.0003	49.536826000000005
ERR188124	HLA-DOA	911.99959	17.324517
ERR188124	HLA-DOB	355.4601	18.05913
ERR188124	HLA-DPA1	6925.0018	264.33069
ERR188124	HLA-DPB1	3785.73479	214.857632
ERR188124	HLA-DQA1	5470.2895	323.047891
ERR188124	HLA-DQB1	6409.29865	337.75014600000003
ERR188124	HLA-DRA	16789.959000000003	895.15082
ERR188124	HLA-DRB1	9270.448	509.6406
ERR188124	HLA-DRB5	3604.22	189.56
ERR188124	HLA-E	15746.3848	389.65065999999996
ERR188124	HLA-F	3826.3610200000003	276.279317
ERR188124	HLA-G	102.0212	5.725440000000001
ERR188125	HLA-A	42624.30423606	1265.1084271119998
ERR188125	HLA-B	61676.556000000004	1957.89824
ERR188125	HLA-C	32536.97676	1041.864816
ERR188125	HLA-DMA	3686.99940804023	164.444910473985
ERR188125	HLA-DMB	2283.9965	85.1768
ERR188125	HLA-DOA	1832.00053	27.624162
ERR188125	HLA-DOB	289.8779	11.581635
ERR188125	HLA-DPA1	12632.99753	381.20441000000005
ERR188125	HLA-DPB1	6009.821129999999	236.66483399999998
ERR188125	HLA-DQA1	9561.85894	406.384822
ERR188125	HLA-DQB1	7257.0716999999995	303.370816
ERR188125	HLA-DRA	33637.041	1408.8892799999999
ERR188125	HLA-DRB1	15676.52	660.4250000000001
ERR188125	HLA-DRB5	2201.03	86.2435
ERR188125	HLA-E	17738.2983	313.60603000000003
ERR188125	HLA-F	4320.77345	228.66909800000002
ERR188125	HLA-G	66.73599999999999	2.4981999999999998
ERR188126	HLA-A	33531.04626	1062.022899
ERR188126	HLA-B	44955.7261	1544.7503900000002
ERR188126	HLA-C	36135.545900000005	1226.32444
ERR188126	HLA-DMA	3899.8965000000003	189.92932
ERR188126	HLA-DMB	2893.80635	104.38116600000001
ERR188126	HLA-DOA	2710.9977	51.085089999999994
ERR188126	HLA-DOB	328.99987	15.062859000000001
ERR188126	HLA-DPA1	15587.0067	567.16314
ERR188126	HLA-DPB1	6744.5378	326.375147
ERR188126	HLA-DQA1	19345.496	804.73189
ERR188126	HLA-DQB1	12687.216939999998	665.035342
ERR188126	HLA-DRA	43306.962	2007.92298
ERR188126	HLA-DRB1	31345.79	1422.1696000000002
ERR188126	HLA-DRB5	2679.76	114.782
ERR188126	HLA-E	13839.3423	273.44567
ERR188126	HLA-F	3685.56643	195.320437
ERR188126	HLA-G	85.132	3.51038
ERR188127	HLA-A	73455.04830000001	2296.828384
ERR188127	HLA-B	76861.28586	2594.113647
ERR188127	HLA-C	48473.63325	1813.058798
ERR188127	HLA-DMA	4045.8863	157.94279
ERR188127	HLA-DMB	2064.9341	60.46911
ERR188127	HLA-DOA	1817.18558	25.092799000000003
ERR188127	HLA-DOB	514.1672	17.26171
ERR188127	HLA-DPA1	15000.0494	398.68234
ERR188127	HLA-DPB1	9006.75454	311.638851
ERR188127	HLA-DQA1	14736.16873	587.5651790000001
ERR188127	HLA-DQB1	7919.4382	416.718528
ERR188127	HLA-DRA	50039.959	1829.43129
ERR188127	HLA-DRB1	28605.57	1055.58
ERR188127	HLA-DRB5	5906.11	204.696
ERR188127	HLA-E	27808.672499999997	463.55037
ERR188127	HLA-F	6759.346799999999	343.403164
ERR188127	HLA-G	216.4151	8.807870000000001
ERR188130	HLA-A	81595.1158	2660.092796
ERR188130	HLA-B	89749.9917	3097.108703
ERR188130	HLA-C	43267.4613	1537.82691
ERR188130	HLA-DMA	3479.866405	156.4027114
ERR188130	HLA-DMB	2497.95256	84.405961
ERR188130	HLA-DOA	2182.00341	35.103031
ERR188130	HLA-DOB	576.8854	22.29687
ERR188130	HLA-DPA1	16971.0764	524.13361
ERR188130	HLA-DPB1	10374.4189	466.19658
ERR188130	HLA-DQA1	13694.937	575.48476
ERR188130	HLA-DQB1	5566.38399	286.55438000000004
ERR188130	HLA-DRA	42356.984000000004	1752.86341
ERR188130	HLA-DRB1	31805.899999999998	1344.9052
ERR188130	HLA-DRB5	3397.62	136.606
ERR188130	HLA-E	30923.080700000002	598.82906
ERR188130	HLA-F	7297.64951	420.694974
ERR188130	HLA-G	112.0825000641307	4.23421000309033
ERR188132	HLA-A	76475.06880000001	1974.4156930000001
ERR188132	HLA-B	103246.05599	2825.742269
ERR188132	HLA-C	42271.4764	1315.077477
ERR188132	HLA-DMA	3412.0048	95.16215000000001
ERR188132	HLA-DMB	1606.002	36.143615
ERR188132	HLA-DOA	3249.0024	34.939439
ERR188132	HLA-DOB	629.6941	15.400425
ERR188132	HLA-DPA1	27291.02309	575.482299
ERR188132	HLA-DPB1	9103.12548	262.72886
ERR188132	HLA-DQA1	22553.1848	639.054995
ERR188132	HLA-DQB1	16623.0317	509.654782
ERR188132	HLA-DRA	66218	1732.55
ERR188132	HLA-DRB1	36619.1	1029.741
ERR188132	HLA-DRB5	6344.77	161.466
ERR188132	HLA-E	40934.409999999996	538.9463
ERR188132	HLA-F	7232.86259	319.10957
ERR188132	HLA-G	112.4032	3.37669
ERR188134	HLA-A	32450.237680000002	1930.443898
ERR188134	HLA-B	46182.306379999995	2955.7221600000003
ERR188134	HLA-C	31376.94911	2248.03725
ERR188134	HLA-DMA	2799.9984999999997	207.41375
ERR188134	HLA-DMB	1950.0017	110.58014
ERR188134	HLA-DOA	2349.0048899999997	70.948619
ERR188134	HLA-DOB	831.2398999999999	57.66298999999999
ERR188134	HLA-DPA1	17275.1771	960.66034
ERR188134	HLA-DPB1	8885.6427	649.450646
ERR188134	HLA-DQA1	14690.209	1063.35368
ERR188134	HLA-DQB1	11808.96553	814.56328
ERR188134	HLA-DRA	43716	3223.99
ERR188134	HLA-DRB1	21212.260000000002	1625.893
ERR188134	HLA-DRB5	8339.05	596.981
ERR188134	HLA-E	13588.0733	469.66107999999997
ERR188134	HLA-F	3306.6202399999997	336.419314
ERR188134	HLA-G	126.6495	9.863299999999999
ERR188136	HLA-A	64237.1862	2317.662898
ERR188136	HLA-B	81676.90220000001	3214.09882
ERR188136	HLA-C	39965.9838	1677.11818
ERR188136	HLA-DMA	4528.000004028	214.223880249381
ERR188136	HLA-DMB	2072.00393	69.89532
ERR188136	HLA-DOA	1988.00216	31.543136
ERR188136	HLA-DOB	678.95641	27.630557
ERR188136	HLA-DPA1	19015.0146	540.91714
ERR188136	HLA-DPB1	8762.32268	445.185475
ERR188136	HLA-DQA1	21663.71525	885.650486
ERR188136	HLA-DQB1	16203.471259999998	902.324551
ERR188136	HLA-DRA	46938.0109	1919.8686
ERR188136	HLA-DRB1	24669.45	1157.8899999999999
ERR188136	HLA-DRB5	2835.12	122.04
ERR188136	HLA-E	28068.545000000002	553.111
ERR188136	HLA-F	9027.711500320787	528.7994000562869
ERR188136	HLA-G	166.78357	7.506757
ERR188137	HLA-A	67183.69816	2297.6811460000004
ERR188137	HLA-B	64452.875	2377.41743
ERR188137	HLA-C	25093.9565	1093.83019
ERR188137	HLA-DMA	2857.99718368	120.22455735800001
ERR188137	HLA-DMB	2681.0043	85.81700000000001
ERR188137	HLA-DOA	2231.99623	35.85904
ERR188137	HLA-DOB	306.5971	11.16951
ERR188137	HLA-DPA1	15627.2339	482.758132
ERR188137	HLA-DPB1	7413.733200000001	302.024392
ERR188137	HLA-DQA1	14104.97593	619.6606909999999
ERR188137	HLA-DQB1	11941.00545	517.8922689999999
ERR188137	HLA-DRA	48125.998	1893.001
ERR188137	HLA-DRB1	17654.93	695.592
ERR188137	HLA-DRB5	10314.9	379.875
ERR188137	HLA-E	16308.4452	307.99726
ERR188137	HLA-F	6426.0011	359.280874
ERR188137	HLA-G	89.074296	3.4755243
ERR188138	HLA-A	76895.25649	2461.827232
ERR188138	HLA-B	85123.7736	2954.2705100000003
ERR188138	HLA-C	41643.2769	1477.586216
ERR188138	HLA-DMA	3993.99757	169.511827
ERR188138	HLA-DMB	2074.9989	65.08802
ERR188138	HLA-DOA	1459.00344	21.156986000000003
ERR188138	HLA-DOB	561.8975	20.30859
ERR188138	HLA-DPA1	13484.97919	359.141974
ERR188138	HLA-DPB1	7204.43594	266.446174
ERR188138	HLA-DQA1	15311.02426	591.507738
ERR188138	HLA-DQB1	12945.04255	576.712526
ERR188138	HLA-DRA	36233.985	1379.1214
ERR188138	HLA-DRB1	20390.091	827.6146
ERR188138	HLA-DRB5	6864.17	264.466
ERR188138	HLA-E	20466.309599999997	364.1099
ERR188138	HLA-F	8660.59656	519.197971
ERR188138	HLA-G	66.0383476	2.74366207
ERR188140	HLA-A	241468.5983	2448.492308
ERR188140	HLA-B	224789.9864	2442.006998
ERR188140	HLA-C	132799.9685	1441.4891499999999
ERR188140	HLA-DMA	20866.93013	310.9130612
ERR188140	HLA-DMB	12199.651000000002	149.88559
ERR188140	HLA-DOA	14178.95262	76.210125
ERR188140	HLA-DOB	5816.9484	78.491531
ERR188140	HLA-DPA1	98516.9548	1038.100829
ERR188140	HLA-DPB1	75848.90251	1012.371532
ERR188140	HLA-DQA1	73388.72200000001	1052.97621
ERR188140	HLA-DQB1	51098.9283	854.495835
ERR188140	HLA-DRA	277938.62	3973.19914
ERR188140	HLA-DRB1	83398.9	1213.049
ERR188140	HLA-DRB5	33912.8	442.228
ERR188140	HLA-E	60665.2687	375.14446000000004
ERR188140	HLA-F	15022.1536	258.247947
ERR188140	HLA-G	87.1845	1.217204
ERR188141	HLA-A	61095.204119619004	1553.264995732
ERR188141	HLA-B	78273.2869	2138.76821
ERR188141	HLA-C	60560.4906	1654.359026
ERR188141	HLA-DMA	3240.99612	122.224339
ERR188141	HLA-DMB	2007.99583	57.225167
ERR188141	HLA-DOA	3675.9985399999996	57.362464
ERR188141	HLA-DOB	375.0104	13.369769999999999
ERR188141	HLA-DPA1	23385.03833	660.562983
ERR188141	HLA-DPB1	7728.005090000001	246.484357
ERR188141	HLA-DQA1	21600.13029	778.511538
ERR188141	HLA-DQB1	13757.0746	633.31555
ERR188141	HLA-DRA	58056.026	2168.1012499999997
ERR188141	HLA-DRB1	23510.149999999998	867.456
ERR188141	HLA-DRB5	5889.31	200.418
ERR188141	HLA-E	28491.5727	447.58121
ERR188141	HLA-F	6987.0635	278.782579
ERR188141	HLA-G	79.6882	2.88976
ERR188142	HLA-A	37596.8108	2486.623442
ERR188142	HLA-B	33969.28054	2410.49608
ERR188142	HLA-C	17065.47313	1366.018937
ERR188142	HLA-DMA	2199.8273799999997	159.802058
ERR188142	HLA-DMB	1538.7591	83.431577
ERR188142	HLA-DOA	1147.99617	34.01652
ERR188142	HLA-DOB	356.06010000000003	22.27455
ERR188142	HLA-DPA1	14930.01723341	773.24438145
ERR188142	HLA-DPB1	6505.36205	457.81624999999997
ERR188142	HLA-DQA1	4971.44574	497.09743000000003
ERR188142	HLA-DQB1	5148.044	462.60423000000003
ERR188142	HLA-DRA	34103	2320.69
ERR188142	HLA-DRB1	13048.48	1043.922
ERR188142	HLA-DRB5	7478.98	499.336
ERR188142	HLA-E	13224.4552	451.38167
ERR188142	HLA-F	4270.0217999999995	572.442084
ERR188142	HLA-G	134.1933	10.89016
ERR188144	HLA-A	66505.2949	1665.401018
ERR188144	HLA-B	55839.66672	1517.426663
ERR188144	HLA-C	35137.6585	953.805391
ERR188144	HLA-DMA	2304.9324	82.793869
ERR188144	HLA-DMB	2223.7622100000003	61.416732999999994
ERR188144	HLA-DOA	2282.9983	33.335357
ERR188144	HLA-DOB	451.68394	14.4093
ERR188144	HLA-DPA1	14800.95623	389.942856
ERR188144	HLA-DPB1	6062.915120000001	206.69944700000002
ERR188144	HLA-DQA1	6675.9525	247.02966700000002
ERR188144	HLA-DQB1	4029.8190000000004	136.50513700000002
ERR188144	HLA-DRA	46900.0333	1570.2846789999999
ERR188144	HLA-DRB1	12483.59	463.382
ERR188144	HLA-DRB5	3702.17	117.767
ERR188144	HLA-E	15795.3666	239.78139
ERR188144	HLA-F	6535.00261	270.980848
ERR188144	HLA-G	197.7188	6.421892
ERR188145	HLA-A	112084.10334	2718.682819
ERR188145	HLA-B	115067.616	3000.025
ERR188145	HLA-C	63744.865099999995	1663.69102
ERR188145	HLA-DMA	3900.99714	141.173988
ERR188145	HLA-DMB	2666.00255	73.15273499999999
ERR188145	HLA-DOA	2308.99876	28.374043999999998
ERR188145	HLA-DOB	378.9339	12.44627
ERR188145	HLA-DPA1	19714.0008	495.84954
ERR188145	HLA-DPB1	9321.47034	293.317132
ERR188145	HLA-DQA1	10507.95553	389.626202
ERR188145	HLA-DQB1	7242.233200000001	312.32712
ERR188145	HLA-DRA	44062.98601	1527.571352
ERR188145	HLA-DRB1	29118.04	994.248
ERR188145	HLA-DRB5	6147.99	196.092
ERR188145	HLA-E	31025.586	456.05205
ERR188145	HLA-F	9021.88765	376.645235
ERR188145	HLA-G	87.13261	2.729049
ERR188146	HLA-A	67556.21745	1804.3499610000001
ERR188146	HLA-B	74627.9068	2105.22334
ERR188146	HLA-C	38760.409999999996	1109.549141
ERR188146	HLA-DMA	2885.92573	115.898242
ERR188146	HLA-DMB	1631.313930919006	51.41457602428
ERR188146	HLA-DOA	2477.0024099999996	39.55558
ERR188146	HLA-DOB	323.93381	12.19941
ERR188146	HLA-DPA1	17589.0189	517.591128
ERR188146	HLA-DPB1	5214.434689000001	163.005687
ERR188146	HLA-DQA1	13527.5583	565.501444
ERR188146	HLA-DQB1	7802.148	386.83599
ERR188146	HLA-DRA	37323.01183	1441.6993420000001
ERR188146	HLA-DRB1	27665.31	1035.1534
ERR188146	HLA-DRB5	5082.82	179.768
ERR188146	HLA-E	21205.4442	346.42734
ERR188146	HLA-F	4820.237700215756	179.0633300137895
ERR188146	HLA-G	41.0076325899	1.417616534345
ERR188147	HLA-A	59803.268350000006	1904.5267119999999
ERR188147	HLA-B	56148.1521	1914.35736
ERR188147	HLA-C	31341.5152	1101.73433
ERR188147	HLA-DMA	3755.9643899999996	165.521431
ERR188147	HLA-DMB	2867.5684	98.01928
ERR188147	HLA-DOA	1792.6466	27.162131
ERR188147	HLA-DOB	604.89444	22.013612000000002
ERR188147	HLA-DPA1	18578.9774	513.99785
ERR188147	HLA-DPB1	7527.9580000000005	292.329977
ERR188147	HLA-DQA1	11502.24315	507.120674
ERR188147	HLA-DQB1	7126.1689	414.249958
ERR188147	HLA-DRA	48835.952000000005	1906.79993
ERR188147	HLA-DRB1	24510.95	1028.843
ERR188147	HLA-DRB5	3953.08	152.697
ERR188147	HLA-E	14048.905	252.53835999999998
ERR188147	HLA-F	3811.27577	197.805185
ERR188147	HLA-G	50.707910000000005	2.1686832000000003
ERR188148	HLA-A	28546.095889999997	1824.832413
ERR188148	HLA-B	41113.802659999994	2759.386001
ERR188148	HLA-C	15848.3848	1205.990254
ERR188148	HLA-DMA	4578.00199	285.30224300000003
ERR188148	HLA-DMB	2783.997276	133.282212
ERR188148	HLA-DOA	2747.00019	60.24483
ERR188148	HLA-DOB	870.0271	48.699321
ERR188148	HLA-DPA1	21730.4146739842	939.72168892173
ERR188148	HLA-DPB1	8704.46089	500.5960705
ERR188148	HLA-DQA1	16281.725400000001	848.76329
ERR188148	HLA-DQB1	8664.39625	613.26846
ERR188148	HLA-DRA	59164.998	3459.64624
ERR188148	HLA-DRB1	39742.42	2520.252
ERR188148	HLA-DRB5	7200.5	427.152
ERR188148	HLA-E	9967.15925	299.96781
ERR188148	HLA-F	3023.24661	412.450102
ERR188148	HLA-G	61.2584	4.344944
ERR188149	HLA-A	49272.023613987	1697.94893812659
ERR188149	HLA-B	61627.3374	2355.7147800000002
ERR188149	HLA-C	44636.4672	1658.34511
ERR188149	HLA-DMA	2575.9984600000003	131.262836
ERR188149	HLA-DMB	1529.9994	55.48019
ERR188149	HLA-DOA	1468.99589	30.266389
ERR188149	HLA-DOB	337.01524	15.877226
ERR188149	HLA-DPA1	10970.9978	400.02521
ERR188149	HLA-DPB1	3795.2039200000004	160.293447
ERR188149	HLA-DQA1	8084.0432	359.007756
ERR188149	HLA-DQB1	4570.45659	275.360674
ERR188149	HLA-DRA	23426.024970000002	1150.1659869999999
ERR188149	HLA-DRB1	13028.34	631.9492
ERR188149	HLA-DRB5	1610.84	73.3106
ERR188149	HLA-E	17575.320099999997	368.09898999999996
ERR188149	HLA-F	3640.41709	199.093801
ERR188149	HLA-G	99.2821	4.750751
ERR188150	HLA-A	66751.0934	1865.9350399999998
ERR188150	HLA-B	76466.253	2281.9337
ERR188150	HLA-C	32310.51088	987.280198
ERR188150	HLA-DMA	4003.00277	156.153815
ERR188150	HLA-DMB	2013.0054699999998	56.977892000000004
ERR188150	HLA-DOA	2699.0032199999996	38.552722
ERR188150	HLA-DOB	617.31092	20.749211000000003
ERR188150	HLA-DPA1	25838.2835	703.59317
ERR188150	HLA-DPB1	8506.98431	285.853428
ERR188150	HLA-DQA1	10374.0456	601.12791
ERR188150	HLA-DQB1	6942.307400000001	336.984402
ERR188150	HLA-DRA	53811.0373	1950.6767739999998
ERR188150	HLA-DRB1	16849.48	704.129
ERR188150	HLA-DRB5	12440.3	429.437
ERR188150	HLA-E	29902.6129	483.71436
ERR188150	HLA-F	5987.9357	290.4782245
ERR188150	HLA-G	149.9951	5.63774
ERR188152	HLA-A	82518.15499	2436.435408
ERR188152	HLA-B	101486.9727	3152.28535
ERR188152	HLA-C	44655.67315	1505.164285
ERR188152	HLA-DMA	7475.6961	257.10257
ERR188152	HLA-DMB	6313.0578	166.35739
ERR188152	HLA-DOA	7362.00433	91.53068999999999
ERR188152	HLA-DOB	1435.806	42.784910000000004
ERR188152	HLA-DPA1	45975.2989	1183.891049
ERR188152	HLA-DPB1	18875.15841	622.043728
ERR188152	HLA-DQA1	19401.4466	753.74562
ERR188152	HLA-DQB1	11923.6231	479.52925000000005
ERR188152	HLA-DRA	107926.429	3477.33646
ERR188152	HLA-DRB1	55483.450000000004	1865.3139999999999
ERR188152	HLA-DRB5	14864.1	458.304
ERR188152	HLA-E	25862.9147	406.15951
ERR188152	HLA-F	6896.418	333.832894
ERR188152	HLA-G	39.8763	1.422247
ERR188153	HLA-A	51742.03047	1417.919837
ERR188153	HLA-B	78069.56437	2288.131899
ERR188153	HLA-C	40817.29942	1399.68509
ERR188153	HLA-DMA	7251.001114430001	212.415348281
ERR188153	HLA-DMB	6311.0071	134.42931000000002
ERR188153	HLA-DOA	4409.001719999999	52.115288
ERR188153	HLA-DOB	582.323	14.519910000000001
ERR188153	HLA-DPA1	36128.00188	788.346572
ERR188153	HLA-DPB1	10662.05829	315.294155
ERR188153	HLA-DQA1	17917.3404	588.765164
ERR188153	HLA-DQB1	10191.544100000001	349.84193
ERR188153	HLA-DRA	86774.00899999999	2360.0696199999998
ERR188153	HLA-DRB1	41887.91	1256.827
ERR188153	HLA-DRB5	12091.1	326.602
ERR188153	HLA-E	32752.2023	458.76158000000004
ERR188153	HLA-F	6974.708543000001	330.1686861
ERR188153	HLA-G	202.96312999999998	6.722665999999999
ERR188154	HLA-A	59118.67039	1841.4331932999999
ERR188154	HLA-B	75848.69363000001	2475.205478
ERR188154	HLA-C	36150.887800000004	1283.1987399999998
ERR188154	HLA-DMA	4342.99591	152.078444
ERR188154	HLA-DMB	3403.9977999999996	96.51304999999999
ERR188154	HLA-DOA	4069.33691	49.005615
ERR188154	HLA-DOB	1085.0563	32.6479
ERR188154	HLA-DPA1	27955.0405	667.5899000000001
ERR188154	HLA-DPB1	12137.587819999999	431.100978
ERR188154	HLA-DQA1	20832.82027	708.401482
ERR188154	HLA-DQB1	7399.2694	328.594559
ERR188154	HLA-DRA	78175.977	2541.0855
ERR188154	HLA-DRB1	52766.57	1775.2450000000001
ERR188154	HLA-DRB5	6633.22	209.077
ERR188154	HLA-E	16306.2948	262.70398
ERR188154	HLA-F	5174.9875999999995	300.090366
ERR188154	HLA-G	28.9784	1.053846
ERR188155	HLA-A	62077.96247	2360.772018
ERR188155	HLA-B	89564.52	3568.32779
ERR188155	HLA-C	43975.18832	1941.740025
ERR188155	HLA-DMA	3623.00035	157.665587
ERR188155	HLA-DMB	2402.00509	80.78051430000001
ERR188155	HLA-DOA	2069.9998	32.723627
ERR188155	HLA-DOB	550.15718	20.589703
ERR188155	HLA-DPA1	18488.9702	558.48556
ERR188155	HLA-DPB1	7092.831700000001	323.779401
ERR188155	HLA-DQA1	11350.69983	526.76713
ERR188155	HLA-DQB1	4736.3318	220.62635
ERR188155	HLA-DRA	42042.023	1677.93545
ERR188155	HLA-DRB1	20583.71	900.241
ERR188155	HLA-DRB5	4891.53	191.885
ERR188155	HLA-E	29643.581	584.70872
ERR188155	HLA-F	5310.8232	327.591953
ERR188155	HLA-G	31.052110000000003	1.157316
ERR188156	HLA-A	56138.8197	1973.3031130000002
ERR188156	HLA-B	67596.2285	2545.7218
ERR188156	HLA-C	37509.007699999995	1623.91176
ERR188156	HLA-DMA	2936.00488	120.340564
ERR188156	HLA-DMB	1990.99975	60.283155
